player_name,pfr_id,weight_lbs,height_in,arm_length_in,wing_span_in,hand_size_in,yard_40_dash_sec,yard_60_shuttle_sec,yard_10_split_sec,yard_20_split_sec,cone_drill_sec,yard_20_shuttle_sec,vert_jump_in,broad_jump_in,bench_press_reps,gsis_id,position,position_group,def_pos_flag,off_pos_flag,missing_weight_lbs,missing_height_in,missing_arm_length_in,missing_wing_span_in,missing_hand_size_in,missing_yard_40_dash_sec,missing_yard_60_shuttle_sec,missing_yard_10_split_sec,missing_yard_20_split_sec,missing_cone_drill_sec,missing_yard_20_shuttle_sec,missing_vert_jump_in,missing_broad_jump_in,missing_bench_press_reps
keke coutee,CoutKe00,180.0,71.0,29.875,70.625,8.375,4.43,,,,6.93,4.15,34.5,113.0,14.0,00-0034366,wr,wr,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0
kelechi osemele,OsemKe00,330.0,77.0,35.875,,10.25,5.36,,,,7.91,4.87,26.0,104.0,32.0,00-0029259,g,ol,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0
kelee ringo,RingKe00,207.0,74.0,31.25,74.125,8.5,4.36,,1.54,,,,33.5,122.0,,00-0039140,cb,db,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1
kellen clemens,ClemKe00,220.0,74.0,,,,4.89,,,,,,,,,00-0024264,qb,qb,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1
kellen davis,DaviKe01,265.0,79.0,,,,4.59,,,,,4.38,28.0,118.0,22.0,00-0026298,te,te,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0
kellen mond,MondKe00,217.0,75.0,33.5,80.125,9.375,4.62,,1.64,2.69,,,,,,00-0036946,qb,qb,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1
kellen winslow,WinsKe01,240.0,76.0,,,,4.62,,,,6.71,4.1,33.5,120.0,24.0,00-0022922,te,te,0,1,0,0,1,1,1,0,1,1,1,0,0,0,0,0
kelly butler,ButlKe21,320.0,79.0,,,,5.11,,,,,4.96,30.5,105.0,,00-0022760,ot,ol,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,1
kelvin benjamin,BenjKe00,245.0,77.0,34.875,,10.25,4.61,12.08,1.62,,7.33,4.39,32.5,119.0,13.0,00-0031359,wr,wr,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
kelvin garmon,GarmKe20,350.0,74.0,,,,5.09,,,,,4.66,25.0,96.0,23.0,00-0005778,g,ol,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0
kelvin harmon,HarmKe00,215.0,74.0,32.5,75.5,9.5,4.6,,,,7.15,4.32,32.5,117.0,18.0,00-0035297,wr,wr,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0
kelvin joseph,JoseKe02,192.0,73.0,31.875,77.125,9.25,4.35,,1.44,2.48,7.21,4.23,35.0,128.0,,00-0036935,cb,db,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
kelvin taylor,TaylKe01,205.0,70.0,29.25,,8.25,4.6,,1.59,,,,32.0,113.0,15.0,00-0032440,rb,rb,0,1,0,0,0,1,0,0,1,0,1,1,1,0,0,0
ken-yon rambo,RambKe00,195.0,73.0,,,,4.34,,,,,,39.0,,,00-0020425,wr,wr,0,1,0,0,1,1,1,0,1,1,1,1,1,0,1,1
kenbrell thompkins,HopkDe00,210.0,73.0,32.25,,8.75,4.54,11.9,1.54,,6.88,4.21,33.5,121.0,8.0,00-0030564,wr,wr,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
kendall fuller,FullKe00,198.0,71.0,31.5,,10.0,,,,,,,,,15.0,00-0033084,cb,db,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0
kendall hunter,HuntKe00,199.0,67.0,31.0,,8.75,4.46,,,,,4.21,35.0,122.0,24.0,00-0028053,rb,rb,0,1,0,0,0,1,0,0,1,1,1,1,0,0,0,0
kendall james,JameKe00,180.0,71.0,29.5,,8.0,4.44,,1.53,,6.81,4.19,39.0,,9.0,00-0031077,cb,db,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
kendall newson,NewsKe00,193.0,73.0,,,,4.69,,,,,4.27,33.5,117.0,,00-0021102,wr,wr,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,1
kendall reyes,ReyeKe00,300.0,76.0,33.25,,9.5,4.95,,,,7.43,4.53,34.0,113.0,36.0,00-0029256,dt,dl,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0
kendall simmons,SimmKe20,315.0,75.0,,,,5.3,,,,,4.71,28.5,98.0,24.0,00-0021161,g,ol,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0
kendall wright,WrigKe01,185.0,70.0,30.375,,8.625,4.61,,1.53,2.65,6.93,4.18,38.5,121.0,4.0,00-0029708,wr,wr,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
kendre miller,MillKe01,220.0,72.0,32.375,,9.375,,,,,,,,,,00-0038551,rb,rb,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1
kendrick green,GreeKe02,310.0,75.0,32.25,77.0,10.125,4.89,,1.69,2.81,7.79,4.67,35.5,119.0,25.0,00-0036983,g,ol,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
kendrick norton,NortKe01,318.0,75.0,33.75,81.25,10.75,5.25,,,,,,,,30.0,00-0034434,dt,dl,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0
kene nwangwu,NwanKe00,210.0,73.0,30.5,74.625,9.25,4.32,,1.45,2.56,6.83,4.25,38.0,125.0,22.0,00-0036842,rb,rb,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
kenjon barner,BarnKe00,195.0,69.0,29.625,,9.125,4.52,11.33,1.6,,6.87,4.2,35.5,122.0,20.0,00-0030465,rb,rb,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
kenneth darby,DarbKe00,219.0,70.0,,,,4.75,,,,,4.53,30.0,108.0,19.0,00-0025633,rb,rb,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0
kenneth dixon,DixoKe00,228.0,70.0,31.375,,9.5,4.58,11.5,1.57,,6.97,4.28,37.5,121.0,18.0,00-0032411,rb,rb,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
kenneth gainwell,GainKe00,200.0,69.0,30.625,70.25,9.875,4.47,,1.62,2.57,7.26,4.46,35.0,121.0,21.0,00-0036919,rb,rb,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
kenneth moore,MoorKe00,195.0,71.0,,,,4.47,,,,,4.3,28.0,120.0,,00-0026276,wr,wr,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,1
kenneth murray,MurrKe00,241.0,74.0,32.75,,9.5,4.52,,,,,,38.0,129.0,21.0,00-0036441,lb,lb,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0
kenneth walker iii,WalkKe00,211.0,69.0,30.375,73.0,9.5,4.38,,1.49,,,,34.0,122.0,,00-0038134,rb,rb,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,1
kenny bell,BellKe02,188.0,73.0,31.625,,9.25,4.42,11.6,1.55,,6.66,4.15,41.5,129.0,7.0,00-0032113,wr,wr,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
kenny britt,BritKe00,223.0,75.0,34.0,,9.0,4.49,,1.56,2.62,,4.47,37.0,124.0,23.0,00-0027006,wr,wr,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
kenny golladay,GollKe00,214.0,76.0,32.0,,9.75,4.5,,,,7.0,4.15,35.5,120.0,18.0,00-0033932,wr,wr,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0
kenny hilliard,HillKe01,226.0,71.0,31.25,,9.25,4.83,,1.72,,7.17,4.4,27.0,111.0,,00-0031625,rb,rb,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1
kenny lawler,LawlKe00,203.0,74.0,33.375,,10.5,4.64,11.28,1.65,,7.13,4.2,31.0,111.0,,00-0032453,wr,wr,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
kenny mcintosh,McInKe00,211.0,72.0,30.5,,9.0,4.62,,1.54,,,,,,,00-0038636,rb,rb,0,1,0,0,0,1,0,0,1,0,1,1,1,1,1,1
kenny mckinley,McKiKe00,183.0,72.0,31.25,,9.0,4.37,,,,6.96,4.1,37.0,113.0,,00-0027102,wr,wr,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,1
kenny pickett,PickKe00,220.0,75.0,30.875,73.75,8.5,4.73,,1.59,,,,33.5,121.0,,00-0038102,qb,qb,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,1
kenny smith,SmitKe23,303.0,76.0,,,,5.24,,,,,4.8,30.0,100.0,,00-0020506,dt,dl,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,1
kenny stills,StilKe00,202.0,73.0,30.5,,9.0,4.38,,1.53,,,4.35,33.5,124.0,16.0,00-0030085,wr,wr,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0
kenrick ellis,ElliKe01,346.0,76.0,35.125,,10.5,5.19,,,,,,,,26.0,00-0028032,dt,dl,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0
kenyan drake,DrakKe00,216.0,73.0,31.75,,9.75,4.45,,1.64,,7.04,4.21,34.5,123.0,10.0,00-0033118,rb,rb,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0
kenyatta jones,JoneKe22,307.0,75.0,,,,5.01,,,,,,,,31.0,00-0020386,ot,ol,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,0
kenyatta walker,WalkKe21,302.0,77.0,,,,5.17,,,,,4.66,31.5,109.0,24.0,00-0020493,ot,ol,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0
keon coleman,ColeKe02,215.0,76.0,32.125,78.125,9.375,4.61,,1.54,,,,38.0,127.0,,00-0039901,wr,wr,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,1
kerry meier,MeieKe00,220.0,75.0,32.0,,9.375,4.62,,,,,4.23,35.0,115.0,13.0,00-0027764,wr,wr,0,1,0,0,0,1,0,0,1,1,1,1,0,0,0,0
kerryon johnson,JohnKe06,211.0,71.0,32.5,77.625,9.75,,,,,7.07,4.29,40.0,126.0,11.0,00-0034349,rb,rb,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0
kerwynn williams,WillKe05,198.0,68.0,29.75,,9.125,4.48,12.04,1.52,,7.15,4.15,35.0,118.0,17.0,00-0030117,rb,rb,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
keshawn martin,MartKe01,195.0,71.0,31.375,,9.25,4.45,11.16,,,6.85,4.13,39.0,122.0,13.0,00-0029415,wr,wr,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0
kevan barlow,BarlKe00,234.0,73.0,,,,4.56,,,,,,32.0,,,00-0020474,rb,rb,0,1,0,0,1,1,1,0,1,1,1,1,1,0,1,1
kevin austin jr.,AustCa00,162.0,69.0,32.875,79.25,9.0,4.43,,1.53,,6.71,4.15,39.0,132.0,,00-0037837,wr,wr,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1
kevin boss,BossKe00,255.0,78.0,,,,4.78,,,,,4.41,35.0,116.0,,00-0025540,te,te,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,1
kevin burnett,BurnKe20,230.0,75.0,,,,4.61,,,,,,36.0,,20.0,00-0023477,olb,lb,1,0,0,0,1,1,1,0,1,1,1,1,1,0,1,0
kevin curtis,CurtKe00,186.0,72.0,,,,4.42,,,,,3.99,36.0,122.0,,00-0022001,wr,wr,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,1
kevin faulk,FaulKe00,202.0,68.0,,,,4.57,,,,,4.09,34.0,114.0,,00-0005091,rb,rb,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,1
kevin harris,HarrKe01,225.0,70.0,31.25,76.75,9.25,,,,,,,38.5,126.0,21.0,00-0037286,rb,rb,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0
kevin hogan,HogaKe00,218.0,75.0,32.375,,10.25,4.78,,1.64,,6.9,4.31,32.5,113.0,,00-0032784,qb,qb,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1
kevin johnson,JohnKe04,185.0,72.0,31.0,,8.375,4.52,12.19,1.6,,6.79,3.89,41.5,130.0,,00-0031548,cb,db,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
kevin johnson,JohnKe01,195.0,71.0,,,,4.41,,,,,3.86,36.5,115.0,,00-0008560,wr,wr,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,1
kevin jones,JoneKe02,225.0,72.0,,,,4.38,,,,,,38.0,,,00-0022782,rb,rb,0,1,0,0,1,1,1,0,1,1,1,1,1,0,1,1
kevin kasper,KaspKe00,202.0,73.0,,,,4.42,,,,,3.73,43.5,126.0,,00-0020256,wr,wr,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,1
kevin king,KingKe01,200.0,75.0,32.0,,9.5,4.43,11.14,,,6.56,3.89,39.5,,11.0,00-0033524,cb,db,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0
kevin kolb,KolbKe00,218.0,75.0,,,,4.85,,,,,4.44,32.5,112.0,,00-0025423,qb,qb,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,1
kevin landolt,LandKe20,298.0,76.0,,,,5.15,,,,,4.27,27.0,111.0,17.0,00-0009585,dt,dl,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0
kevin norwood,NorwKe00,212.0,74.0,32.125,,10.0,4.48,11.46,1.56,,6.68,4.32,33.0,121.0,8.0,00-0031327,wr,wr,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
kevin o'connell,OConKe00,225.0,77.0,,,,4.61,,,,,4.38,31.0,113.0,,00-0026234,qb,qb,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,1
kevin robinson,RobiKe00,196.0,72.0,,,,4.69,,,,,4.77,27.5,115.0,,00-0026322,wr,wr,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,1
kevin smith,SmitKe02,217.0,73.0,,,,4.53,,,,,4.49,32.0,120.0,,00-0026204,rb,rb,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,1
kevin thomas,ThomKe99,192.0,72.0,32.0,,9.0,4.41,,,,,4.18,34.5,126.0,19.0,00-0027895,cb,db,1,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0
kevin thomas,ThomKe22,182.0,72.0,,,,4.64,,,,,,35.0,122.0,10.0,00-0021289,cb,db,1,0,0,0,1,1,1,0,1,1,1,1,1,0,0,0
kevin vickerson,VickKe99,328.0,77.0,,,,5.0,,,,,4.67,32.5,103.0,,00-0023648,dt,dl,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,1
kevin zeitler,ZeitKe00,332.0,76.0,32.75,,10.25,5.39,,,,7.77,4.61,29.0,101.0,32.0,00-0029592,g,ol,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0
kevon seymour,SeymKe00,188.0,72.0,30.75,,9.0,4.39,,1.55,,,4.18,35.0,124.0,12.0,00-0032942,cb,db,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0
keyuo craver,CravKe20,195.0,70.0,,,,4.62,,,,,,31.0,123.0,13.0,00-0021243,cb,db,1,0,0,0,1,1,1,0,1,1,1,1,1,0,0,0
khaled holmes,HolmKh00,309.0,75.0,35.0,,10.25,,,,,,,,,13.0,00-0030075,c,ol,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0
khaleke hudson,HudsKh00,220.0,72.0,29.375,,10.0,4.56,,,,,,33.0,120.0,30.0,00-0036343,lb,lb,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0
khalid wooten,WootKh00,212.0,71.0,32.75,,9.125,4.53,11.41,1.54,,6.95,4.18,33.5,117.0,17.0,00-0030489,cb,db,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
khalif barnes,BarnKh20,320.0,78.0,,,,4.92,,,,,4.56,35.0,106.0,26.0,00-0023487,ot,ol,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0
khalil herbert,HerbKh00,212.0,69.0,31.25,73.875,8.625,4.5,,1.62,2.64,6.9,4.34,33.0,115.0,22.0,00-0036906,rb,rb,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
khalil mack,MackKh00,269.0,75.0,33.25,,10.25,4.65,,1.56,,7.08,4.18,40.0,128.0,23.0,00-0031040,olb,lb,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
khalil shakir,ShakKh00,190.0,72.0,29.0,70.375,9.5,4.43,,1.49,,7.28,4.21,34.5,124.0,,00-0037261,wr,wr,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1
kheeston randall,RandKh00,309.0,77.0,33.75,,9.625,5.0,,,,7.49,4.84,34.0,111.0,28.0,00-0029571,dt,dl,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0
khyiris tonga,TongKh00,335.0,74.0,31.0,79.0,9.625,5.1,,1.74,2.89,7.83,4.73,28.0,105.0,35.0,00-0036909,dt,dl,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
khyri thornton,ThorKh00,315.0,75.0,32.5,,9.5,5.03,,1.72,,7.83,4.76,29.0,112.0,28.0,00-0031172,dt,dl,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
kimani vidal,VidaKi00,215.0,68.0,30.375,73.25,9.375,4.46,,1.53,,7.01,,37.5,120.0,18.0,00-0039391,rb,rb,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0
kindle vildor,VildKi00,189.0,71.0,32.25,,9.625,4.44,,,,7.14,4.28,39.5,133.0,22.0,00-0036307,cb,db,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0
king dunlap,DunlKi20,330.0,81.0,,,,5.28,,,,,,,,21.0,00-0026370,ot,ol,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,0
kingsley suamataia,SuamKi00,326.0,76.0,34.25,82.125,10.625,,,,,,,28.0,110.0,,00-0039844,ot,ol,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,1
kiran amegadjie,AmegKi00,326.0,77.0,36.125,85.5,9.625,,,,,,,,,,00-0039822,ot,ol,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1
kirk chambers,ChamKi20,315.0,79.0,,,,5.44,,,,,4.51,27.0,101.0,22.0,00-0022728,ot,ol,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0
kirk cousins,CousKi00,205.0,75.0,31.75,,9.875,4.93,,,,7.05,4.5,28.5,109.0,,00-0029604,qb,qb,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,1
kliff kingsbury,KingKl00,220.0,75.0,,,,4.77,,,,,4.1,30.0,101.0,,00-0022027,qb,qb,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,1
knile davis,DaviKn00,227.0,70.0,29.75,,8.625,4.37,,1.49,,6.96,4.38,33.5,121.0,31.0,00-0030280,rb,rb,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0
knowshon moreno,MoreKn00,218.0,71.0,,,,4.5,,,,,4.27,35.5,115.0,25.0,00-0026988,rb,rb,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0
koa misi,MisiKo99,265.0,75.0,32.5,,9.875,4.75,,,,,4.27,38.0,127.0,,00-0027883,olb,lb,1,0,0,0,0,1,0,0,1,1,1,1,0,0,0,1
kobe king,KingKo00,250.0,73.0,31.25,78.625,9.5,,,,,,,,,,00-0040214,lb,lb,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
kolby listenbee,ListKo00,183.0,73.0,31.375,,8.25,4.35,,1.6,,,,35.5,129.0,15.0,00-0032957,wr,wr,0,1,0,0,0,1,0,0,1,0,1,1,1,0,0,0
kolby smith,SmitKo00,219.0,71.0,,,,4.5,,,,,4.34,38.0,114.0,18.0,00-0025535,rb,rb,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0
kolton miller,MillKo00,325.0,80.0,34.125,82.5,10.75,4.95,,,,7.34,4.49,31.5,121.0,24.0,00-0034759,ot,ol,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0
konata mumpfield,MumpKo00,185.0,73.0,29.375,74.375,8.5,4.59,,1.54,,6.82,4.17,36.0,124.0,23.0,00-0040590,wr,wr,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
kool-aid mckinstry,McKiKo00,199.0,71.0,32.0,75.875,8.5,,,,,,,,,,00-0039860,cb,db,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
koren robinson,RobiKo00,205.0,73.0,,,,4.61,,,,,,38.5,123.0,,00-0020490,wr,wr,0,1,0,0,1,1,1,0,1,1,1,1,1,0,0,1
kory lichtensteiger,LichKo20,295.0,74.0,,,,5.25,,,,,4.56,23.0,104.0,,00-0026248,c,ol,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,1
kris abrams-draine,AbraKr00,178.0,71.0,31.0,74.625,8.625,4.44,,1.53,,,,33.5,,,00-0039371,cb,db,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1
kris farris,FarrKr20,318.0,80.0,,,,5.12,,,,,4.76,24.0,95.0,20.0,00-0005084,ot,ol,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0
kris wilson,WilsKr00,245.0,74.0,,,,4.62,,,,,4.13,35.0,119.0,24.0,00-0022714,te,te,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0
kristian fulton,FultKr00,197.0,71.0,30.625,,9.125,4.46,,,,6.94,4.36,35.5,123.0,,00-0036416,cb,db,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1
kroy biermann,BierKr99,255.0,75.0,,,,4.85,,,,,4.56,31.5,112.0,29.0,00-0026294,olb,lb,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0
kurt kittner,KittKu00,211.0,74.0,,,,4.86,,,,,4.5,27.0,,,00-0021271,qb,qb,0,1,0,0,1,1,1,0,1,1,1,1,0,0,1,1
kurtis rourke,RourKu01,221.0,76.0,30.5,75.125,9.375,,,,,,,,,,00-0040589,qb,qb,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1
kwame harris,HarrKw20,320.0,79.0,,,,5.2,,,,,4.65,35.5,107.0,,00-0022075,ot,ol,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,1
kyle boller,BollKy00,220.0,75.0,,,,4.61,,,,,4.02,35.5,117.0,,00-0022164,qb,qb,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,1
kyle emanuel,EmanKy00,250.0,75.0,31.0,,9.375,4.77,11.78,1.69,,7.1,4.25,34.0,120.0,27.0,00-0032110,olb,lb,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
kyle fuller,FullKy00,200.0,71.0,32.875,,9.375,4.4,,,,6.9,4.19,38.5,128.0,12.0,00-0031041,cb,db,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0
kyle lauletta,LaulKy00,222.0,75.0,30.625,76.0,9.75,4.81,,,,6.95,4.07,31.0,113.0,,00-0034369,qb,qb,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1
kyle long,LongKy00,313.0,78.0,33.375,,11.0,4.94,,1.68,,7.83,4.63,28.0,107.0,,00-0030441,g,ol,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1
kyle mccord,McCoKy00,218.0,75.0,31.0,74.5,9.5,,,,,,,,,,00-0040014,qb,qb,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1
kyle monangai,MonaKy00,207.0,68.0,28.75,72.0,9.0,4.6,,1.54,,,,34.5,117.0,,00-0040236,rb,rb,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,1
kyle murphy,MurpKy00,305.0,78.0,33.5,,9.75,,,,,,,,,23.0,00-0032433,ot,ol,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0
kyle orton,OrtoKy00,228.0,76.0,,,,5.06,,,,,4.54,26.5,,,00-0023541,qb,qb,0,1,0,0,1,1,1,0,1,1,1,1,0,0,1,1
kyle philips,PhilKy01,189.0,71.0,29.625,71.0,8.625,4.58,,1.55,,,,33.5,124.0,,00-0037273,wr,wr,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,1
kyle pitts,PittKy00,250.0,78.0,33.5,83.375,10.625,4.44,,1.55,2.59,7.12,4.35,33.5,129.0,22.0,00-0036970,te,te,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
kyle shurmur,MurrKy00,207.0,70.0,32.75,78.5,8.875,4.91,,,,7.51,4.53,29.5,106.0,,00-0035228,qb,qb,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1
kyle trask,TrasKy00,236.0,77.0,33.0,80.625,10.125,5.08,,1.7,2.96,7.08,4.38,31.5,113.0,,00-0036928,qb,qb,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
kyle williams,WillKy03,190.0,71.0,30.125,73.0,8.75,4.4,,1.55,,,,36.5,119.0,,00-0040131,wr,wr,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,1
kyle williams,WillKy01,186.0,70.0,30.0,,9.125,4.4,,,,7.0,4.19,33.0,118.0,11.0,00-0027608,wr,wr,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0
kyler gordon,GordKy00,200.0,71.0,31.0,74.75,9.25,4.52,,1.59,,,,,,,00-0038111,cb,db,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
kyler murray,MurrKy00,207.0,70.0,28.5,69.5,9.5,,,,,,,,,,00-0035228,qb,qb,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1
kylin hill,HillKy00,214.0,70.0,30.5,73.625,9.625,4.57,,1.6,2.65,7.2,4.35,36.0,122.0,22.0,00-0036669,rb,rb,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
kynan forney,FornKy20,302.0,75.0,,,,5.28,,,,,4.77,27.0,97.0,23.0,00-0020262,g,ol,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0
kyren williams,WillKy02,202.0,69.0,28.625,69.875,9.0,4.65,,1.62,,,,32.0,116.0,,00-0037840,rb,rb,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,1
kyu blu kelly,BluxKy00,188.0,72.0,32.0,,9.75,4.52,,1.49,,,,36.0,131.0,,00-0038381,cb,db,1,0,0,0,0,1,0,0,1,0,1,1,1,0,0,1
l.j. shelton,ShelL.20,345.0,78.0,,,,5.44,,,,,4.77,29.5,100.0,22.0,00-0014776,ot,ol,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0
l.j. smith,SmitL.00,245.0,75.0,,,,4.62,,,,,4.25,37.0,122.0,26.0,00-0022126,te,te,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0
la'mical perine,PeriLa00,216.0,71.0,31.625,,10.25,4.62,,,,7.13,4.31,35.0,118.0,22.0,00-0036269,rb,rb,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0
labrandon toefield,ToefLa00,235.0,71.0,,,,4.6,,,,,,,,19.0,00-0022057,rb,rb,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,0
ladainian tomlinson,TomlLa00,215.0,70.0,,,,4.46,,,,,4.21,40.5,,18.0,00-0020536,rb,rb,0,1,0,0,1,1,1,0,1,1,1,1,0,0,1,0
lajohntay wester,WestLa01,170.0,69.0,29.75,72.625,8.625,4.46,,1.53,,,,32.0,13.0,,00-0040075,wr,wr,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,1
