team,season,team_avg_height,team_avg_weight,pass_epa,dropbacks,rush_epa,rush_attempts,total_off_plays,off_epa_per_play,pass_epa_allowed,dropbacks_faced,rush_epa_allowed,rush_attempts_faced,total_def_plays,def_epa_per_play,team_qb_epa,off_epa_prior,def_epa_prior,first_season_flag,net_epa_per_play
ARI,2024,73.86868686868686,244.2020202020202,66.77159430842991,613.0,21.713928027453484,468.0,1081.0,0.08185524730423996,59.52556134978305,618.0,14.823618809212608,465.0,1083.0,0.06865113588088241,0.07807556659695479,-0.050177697512432284,0.0934686715534405,0,0.013204111423357548
ARI,2025,73.98,241.6504854368932,16.873563006187798,748.0,-21.50485402340151,367.0,1115.0,-0.004153624230684944,101.6010299728443,621.0,-6.1714873244560575,491.0,1112.0,0.08581793403632036,0.013359142239970026,0.08185524730423996,0.06865113588088241,0,-0.0899715582670053
ATL,1999,73.58730158730158,240.79365079365078,-27.666629070158145,546.0,-81.4847199561188,373.0,919.0,-0.11877187054001842,26.387311218444214,500.0,-23.238768423105828,488.0,988.0,0.003186784205808083,,,,1,-0.1219586547458265
ATL,2000,73.69117647058823,246.63235294117646,-137.68191839643015,575.0,-68.52308592062957,351.0,926.0,-0.22268358997522647,47.4101393893729,558.0,-20.40988122687875,457.0,1015.0,0.026601239568959757,,-0.11877187054001842,0.003186784205808083,0,-0.24928482954418624
ATL,2001,73.5,239.59677419354838,-5.0599846643514,567.0,-36.822058177523296,439.0,1006.0,-0.04163224934579989,87.08869788891583,571.0,-16.828183864347732,405.0,976.0,0.07198823158254927,,-0.22268358997522647,0.026601239568959757,0,-0.11362048092834917
ATL,2002,73.296875,238.5,38.867762665086104,554.0,-2.809903191318146,523.0,1077.0,0.03347990666088018,-28.075339718219595,595.0,-24.584924247069154,441.0,1036.0,-0.050830370622865585,,-0.04163224934579989,0.07198823158254927,0,0.08431027728374577
ATL,2003,73.24242424242425,239.33333333333334,-136.67011624732177,495.0,18.930485857829794,435.0,930.0,-0.12660175310698063,56.9106783732493,547.0,-23.80877546800511,499.0,1046.0,0.0316461786857019,-0.4615107207406805,0.03347990666088018,-0.050830370622865585,0,-0.15824793179268254
ATL,2004,73.38461538461539,244.2,-91.22973490149224,443.0,38.48532015275657,526.0,969.0,-0.054431800566290676,-7.196021742713553,567.0,-25.007503801276073,434.0,1001.0,-0.03217135418979983,-0.25269789411589216,-0.12660175310698063,0.0316461786857019,0,-0.02226044637649085
ATL,2005,73.32352941176471,237.8235294117647,-31.852776505520374,494.0,8.493470988538915,530.0,1024.0,-0.022811821793927205,-36.94412621778429,561.0,2.6189480357277404,438.0,999.0,-0.034359537719776324,0.004432537776136083,-0.054431800566290676,-0.03217135418979983,0,0.01154771592584912
ATL,2006,73.50769230769231,241.56923076923076,-46.35728421835027,514.0,23.562411818198232,537.0,1051.0,-0.021688746336966738,31.093599104395704,559.0,-57.23589501770648,443.0,1002.0,-0.026090115681946885,-0.16004502355305011,-0.022811821793927205,-0.034359537719776324,0,0.004401369344980147
ATL,2007,74.08695652173913,253.7246376811594,-95.96080428452933,617.0,-62.71548416630007,385.0,1002.0,-0.15835956931220502,26.0263379930821,564.0,-11.175236001530461,481.0,1045.0,0.014211580853159465,-0.15221515261530646,-0.021688746336966738,-0.026090115681946885,0,-0.17257115016536448
ATL,2008,73.58333333333333,242.21666666666667,64.99040290774455,464.0,-11.330809085474224,560.0,1024.0,0.05240194709206087,29.115007618774868,598.0,3.597264188964673,417.0,1015.0,0.03222883921944782,0.1341135175716122,-0.15835956931220502,0.014211580853159465,0,0.020173107872613047
ATL,2009,73.32307692307693,241.2,45.83460164324839,602.0,-21.815215857443224,451.0,1053.0,0.02281043284501915,63.17780310415593,587.0,-50.20276712290668,432.0,1019.0,0.01273310694921418,0.07766515317982423,0.05240194709206087,0.03222883921944782,0,0.01007732589580497
ATL,2010,73.55357142857143,245.23214285714286,88.90891433740975,624.0,-42.464519224235055,497.0,1121.0,0.04143121776375977,-8.692295372441052,615.0,-35.81265644722918,366.0,981.0,-0.04536692336357822,0.15232698890247753,0.02281043284501915,0.01273310694921418,0,0.086798141127338
ATL,2011,73.61016949152543,246.08474576271186,74.7111053041935,629.0,-38.5681357694406,454.0,1083.0,0.033373009727380325,20.48339934366363,619.0,-42.20986073624456,373.0,992.0,-0.021901674790908193,0.11787886559586419,0.04143121776375977,-0.04536692336357822,0,0.055274684518288514
ATL,2012,73.6,245.13333333333333,147.65750264009472,664.0,-58.831305433946156,379.0,1043.0,0.08516413921970141,-7.41612542600651,596.0,-16.186903024962533,411.0,1007.0,-0.02343895576064453,0.2103785487833577,0.033373009727380325,-0.021901674790908193,0,0.10860309498034594
ATL,2013,73.96825396825396,245.47619047619048,28.07992853086488,710.0,-23.908715022571908,321.0,1031.0,0.00404579389747136,96.76791362953591,576.0,11.737210123474304,455.0,1031.0,0.10524260305820583,0.02595089945438429,0.08516413921970141,-0.02343895576064453,0,-0.10119680916073448
