receiver_player_id,season,receiving_epa,targets,epa_per_target,epa_per_target_prior,rookie_flag,years_experience,draft_round,draft_pick,weight_lbs,height_in,arm_length_in,wing_span_in,hand_size_in,yard_40_dash_sec,yard_60_shuttle_sec,yard_10_split_sec,yard_20_split_sec,cone_drill_sec,yard_20_shuttle_sec,vert_jump_in,broad_jump_in,bench_press_reps,gsis_id,position_group,missing_weight_lbs,missing_height_in,missing_arm_length_in,missing_wing_span_in,missing_hand_size_in,missing_yard_40_dash_sec,missing_yard_60_shuttle_sec,missing_yard_10_split_sec,missing_yard_20_split_sec,missing_cone_drill_sec,missing_yard_20_shuttle_sec,missing_vert_jump_in,missing_broad_jump_in,missing_bench_press_reps
00-0021929,2009,-4.854327903431278,54,-0.08989496117465329,0.48461437135148683,0,7,5.0,156.0,248.0,76.0,,,,4.82,,,,,4.42,39.0,120.0,26.0,00-0021929,te,0,0,1,1,1,0,1,1,1,1,0,0,0,0
00-0021980,2006,29.78641416232734,39,0.7637542092904446,0.7817219282778052,0,4,4.0,104.0,265.0,75.0,,,,4.89,,,,,,34.5,115.0,16.0,00-0021980,te,0,0,1,1,1,0,1,1,1,1,1,0,0,0
00-0021999,2003,33.993531168147456,29,1.1721907299361192,0.0,1,1,3.0,71.0,198.0,72.0,,,,4.51,,,,,4.16,42.5,126.0,,00-0021999,wr,0,0,1,1,1,0,1,1,1,1,0,0,0,1
00-0021999,2004,96.35523200492048,70,1.3765033143560068,1.1721907299361192,0,2,3.0,71.0,198.0,72.0,,,,4.51,,,,,4.16,42.5,126.0,,00-0021999,wr,0,0,1,1,1,0,1,1,1,1,0,0,0,1
00-0021999,2005,28.467591944382523,30,0.9489197314794174,1.3765033143560068,0,3,3.0,71.0,198.0,72.0,,,,4.51,,,,,4.16,42.5,126.0,,00-0021999,wr,0,0,1,1,1,0,1,1,1,1,0,0,0,1
00-0021999,2007,63.9030674349051,50,1.2780613486981018,0.8644826513870308,0,5,3.0,71.0,198.0,72.0,,,,4.51,,,,,4.16,42.5,126.0,,00-0021999,wr,0,0,1,1,1,0,1,1,1,1,0,0,0,1
00-0021999,2009,20.05036123430814,103,0.19466370130396254,1.1985047434456646,0,7,3.0,71.0,198.0,72.0,,,,4.51,,,,,4.16,42.5,126.0,,00-0021999,wr,0,0,1,1,1,0,1,1,1,1,0,0,0,1
00-0021999,2010,12.28587723431215,87,0.14121697970473734,0.19466370130396254,0,8,3.0,71.0,198.0,72.0,,,,4.51,,,,,4.16,42.5,126.0,,00-0021999,wr,0,0,1,1,1,0,1,1,1,1,0,0,0,1
00-0021999,2011,19.3556052218111,112,0.17281790376617054,0.14121697970473734,0,9,3.0,71.0,198.0,72.0,,,,4.51,,,,,4.16,42.5,126.0,,00-0021999,wr,0,0,1,1,1,0,1,1,1,1,0,0,0,1
00-0021999,2012,12.941788403383331,44,0.2941315546223484,0.17281790376617054,0,10,3.0,71.0,198.0,72.0,,,,4.51,,,,,4.16,42.5,126.0,,00-0021999,wr,0,0,1,1,1,0,1,1,1,1,0,0,0,1
00-0021999,2013,13.00435187816128,54,0.24082133107706075,0.2941315546223484,0,11,3.0,71.0,198.0,72.0,,,,4.51,,,,,4.16,42.5,126.0,,00-0021999,wr,0,0,1,1,1,0,1,1,1,1,0,0,0,1
00-0022001,2004,25.62741147955251,33,0.7765882266531063,-0.5106469377351459,0,2,3.0,74.0,186.0,72.0,,,,4.42,,,,,3.99,36.0,122.0,,00-0022001,wr,0,0,1,1,1,0,1,1,1,1,0,0,0,1
00-0022001,2005,58.06425363160942,61,0.9518730103542528,0.7765882266531063,0,3,3.0,74.0,186.0,72.0,,,,4.42,,,,,3.99,36.0,122.0,,00-0022001,wr,0,0,1,1,1,0,1,1,1,1,0,0,0,1
00-0022001,2006,45.152399664346135,39,1.1577538375473369,0.9518730103542528,0,4,3.0,74.0,186.0,72.0,,,,4.42,,,,,3.99,36.0,122.0,,00-0022001,wr,0,0,1,1,1,0,1,1,1,1,0,0,0,1
00-0022001,2007,92.33639580459113,77,1.1991739714881966,1.1577538375473369,0,5,3.0,74.0,186.0,72.0,,,,4.42,,,,,3.99,36.0,122.0,,00-0022001,wr,0,0,1,1,1,0,1,1,1,1,0,0,0,1
00-0022001,2008,33.48516435534111,33,1.014701950161852,1.1991739714881966,0,6,3.0,74.0,186.0,72.0,,,,4.42,,,,,3.99,36.0,122.0,,00-0022001,wr,0,0,1,1,1,0,1,1,1,1,0,0,0,1
00-0022044,2003,87.61744159460068,66,1.327536993857586,0.0,1,1,1.0,3.0,229.0,75.0,,,,4.4,,,,,4.1,39.0,132.0,17.0,00-0022044,wr,0,0,1,1,1,0,1,1,1,1,0,0,0,0
00-0022044,2004,94.65142350428505,79,1.1981192848643678,1.327536993857586,0,2,1.0,3.0,229.0,75.0,,,,4.4,,,,,4.1,39.0,132.0,17.0,00-0022044,wr,0,0,1,1,1,0,1,1,1,1,0,0,0,0
00-0022044,2005,57.45060921710683,63,0.9119144320175687,1.1981192848643678,0,3,1.0,3.0,229.0,75.0,,,,4.4,,,,,4.1,39.0,132.0,17.0,00-0022044,wr,0,0,1,1,1,0,1,1,1,1,0,0,0,0
00-0022044,2006,89.22120363004422,104,0.8578961887504252,0.9119144320175687,0,4,1.0,3.0,229.0,75.0,,,,4.4,,,,,4.1,39.0,132.0,17.0,00-0022044,wr,0,0,1,1,1,0,1,1,1,1,0,0,0,0
00-0022044,2007,75.22964614620277,60,1.253827435770046,0.8578961887504252,0,5,1.0,3.0,229.0,75.0,,,,4.4,,,,,4.1,39.0,132.0,17.0,00-0022044,wr,0,0,1,1,1,0,1,1,1,1,0,0,0,0
00-0022044,2008,124.19487224809988,116,1.070645450414654,1.253827435770046,0,6,1.0,3.0,229.0,75.0,,,,4.4,,,,,4.1,39.0,132.0,17.0,00-0022044,wr,0,0,1,1,1,0,1,1,1,1,0,0,0,0
00-0022044,2009,49.42011576726723,172,0.28732625446085597,1.070645450414654,0,7,1.0,3.0,229.0,75.0,,,,4.4,,,,,4.1,39.0,132.0,17.0,00-0022044,wr,0,0,1,1,1,0,1,1,1,1,0,0,0,0
00-0022044,2010,46.19893050184536,138,0.33477485870902435,0.28732625446085597,0,8,1.0,3.0,229.0,75.0,,,,4.4,,,,,4.1,39.0,132.0,17.0,00-0022044,wr,0,0,1,1,1,0,1,1,1,1,0,0,0,0
00-0022044,2011,14.084437563022707,51,0.2761654424122099,0.33477485870902435,0,9,1.0,3.0,229.0,75.0,,,,4.4,,,,,4.1,39.0,132.0,17.0,00-0022044,wr,0,0,1,1,1,0,1,1,1,1,0,0,0,0
00-0022044,2012,75.89157542759922,163,0.4655924872858848,0.2761654424122099,0,10,1.0,3.0,229.0,75.0,,,,4.4,,,,,4.1,39.0,132.0,17.0,00-0022044,wr,0,0,1,1,1,0,1,1,1,1,0,0,0,0
00-0022044,2013,10.841439816444037,181,0.05989745754941457,0.4655924872858848,0,11,1.0,3.0,229.0,75.0,,,,4.4,,,,,4.1,39.0,132.0,17.0,00-0022044,wr,0,0,1,1,1,0,1,1,1,1,0,0,0,0
00-0022044,2014,-3.757123900815822,147,-0.025558665991944368,0.05989745754941457,0,12,1.0,3.0,229.0,75.0,,,,4.4,,,,,4.1,39.0,132.0,17.0,00-0022044,wr,0,0,1,1,1,0,1,1,1,1,0,0,0,0
00-0022044,2015,13.297345614735578,78,0.1704787899325074,-0.025558665991944368,0,13,1.0,3.0,229.0,75.0,,,,4.4,,,,,4.1,39.0,132.0,17.0,00-0022044,wr,0,0,1,1,1,0,1,1,1,1,0,0,0,0
00-0022044,2016,-2.1646263676661275,23,-0.09411418989852728,0.1704787899325074,0,14,1.0,3.0,229.0,75.0,,,,4.4,,,,,4.1,39.0,132.0,17.0,00-0022044,wr,0,0,1,1,1,0,1,1,1,1,0,0,0,0
00-0022054,2007,16.93570747988997,27,0.62724842518111,0.0457184293870038,0,5,3.0,91.0,250.0,76.0,,,,4.65,,,,,4.31,39.5,120.0,28.0,00-0022054,te,0,0,1,1,1,0,1,1,1,1,0,0,0,0
00-0022054,2008,55.26024733452357,42,1.3157201746315135,0.62724842518111,0,6,3.0,91.0,250.0,76.0,,,,4.65,,,,,4.31,39.5,120.0,28.0,00-0022054,te,0,0,1,1,1,0,1,1,1,1,0,0,0,0
00-0022054,2009,41.95935104659434,79,0.5311310259062575,1.3157201746315135,0,7,3.0,91.0,250.0,76.0,,,,4.65,,,,,4.31,39.5,120.0,28.0,00-0022054,te,0,0,1,1,1,0,1,1,1,1,0,0,0,0
00-0022054,2010,-1.9040287690730757,81,-0.02350652801324785,0.5311310259062575,0,8,3.0,91.0,250.0,76.0,,,,4.65,,,,,4.31,39.5,120.0,28.0,00-0022054,te,0,0,1,1,1,0,1,1,1,1,0,0,0,0
00-0022054,2011,5.010226622876446,71,0.07056657215318937,-0.02350652801324785,0,9,3.0,91.0,250.0,76.0,,,,4.65,,,,,4.31,39.5,120.0,28.0,00-0022054,te,0,0,1,1,1,0,1,1,1,1,0,0,0,0
00-0022064,2005,27.08660256693838,32,0.8464563302168244,1.0142703370213197,0,2,6.0,197.0,208.0,73.0,,,,4.58,,1.63,2.74,6.74,4.06,35.0,117.0,,00-0022064,wr,0,0,1,1,1,0,1,0,0,0,0,0,0,1
00-0022064,2006,55.393017590547444,60,0.9232169598424574,0.8464563302168244,0,3,6.0,197.0,208.0,73.0,,,,4.58,,1.63,2.74,6.74,4.06,35.0,117.0,,00-0022064,wr,0,0,1,1,1,0,1,0,0,0,0,0,0,1
00-0022064,2007,47.860948081754145,51,0.9384499623873361,0.9232169598424574,0,4,6.0,197.0,208.0,73.0,,,,4.58,,1.63,2.74,6.74,4.06,35.0,117.0,,00-0022064,wr,0,0,1,1,1,0,1,0,0,0,0,0,0,1
00-0022064,2008,32.955395973229315,24,1.3731414988845547,0.9384499623873361,0,5,6.0,197.0,208.0,73.0,,,,4.58,,1.63,2.74,6.74,4.06,35.0,117.0,,00-0022064,wr,0,0,1,1,1,0,1,0,0,0,0,0,0,1
00-0022084,2003,121.21992424959824,101,1.2001972697980023,0.0,1,1,2.0,54.0,220.0,73.0,,,,4.72,,1.61,2.77,7.35,4.33,33.5,114.0,,00-0022084,wr,0,0,1,1,1,0,1,0,0,0,0,0,0,1
00-0022084,2004,54.40830233017914,56,0.9715768273246275,1.2001972697980023,0,2,2.0,54.0,220.0,73.0,,,,4.72,,1.61,2.77,7.35,4.33,33.5,114.0,,00-0022084,wr,0,0,1,1,1,0,1,0,0,0,0,0,0,1
00-0022084,2005,115.19110935467523,104,1.1076068207180312,0.9715768273246275,0,3,2.0,54.0,220.0,73.0,,,,4.72,,1.61,2.77,7.35,4.33,33.5,114.0,,00-0022084,wr,0,0,1,1,1,0,1,0,0,0,0,0,0,1
00-0022084,2006,101.90685835256204,84,1.2131768851495481,1.1076068207180312,0,4,2.0,54.0,220.0,73.0,,,,4.72,,1.61,2.77,7.35,4.33,33.5,114.0,,00-0022084,wr,0,0,1,1,1,0,1,0,0,0,0,0,0,1
00-0022084,2007,71.22607195977233,71,1.0031841121094693,1.2131768851495481,0,5,2.0,54.0,220.0,73.0,,,,4.72,,1.61,2.77,7.35,4.33,33.5,114.0,,00-0022084,wr,0,0,1,1,1,0,1,0,0,0,0,0,0,1
00-0022084,2008,76.24310243615128,90,0.847145582623903,1.0031841121094693,0,6,2.0,54.0,220.0,73.0,,,,4.72,,1.61,2.77,7.35,4.33,33.5,114.0,,00-0022084,wr,0,0,1,1,1,0,1,0,0,0,0,0,0,1
00-0022084,2009,30.500777647529286,128,0.23828732537132255,0.847145582623903,0,7,2.0,54.0,220.0,73.0,,,,4.72,,1.61,2.77,7.35,4.33,33.5,114.0,,00-0022084,wr,0,0,1,1,1,0,1,0,0,0,0,0,0,1
00-0022084,2010,26.51351046963789,109,0.24324321531777882,0.23828732537132255,0,8,2.0,54.0,220.0,73.0,,,,4.72,,1.61,2.77,7.35,4.33,33.5,114.0,,00-0022084,wr,0,0,1,1,1,0,1,0,0,0,0,0,0,1
00-0022084,2011,29.295171325863897,106,0.2763695408100368,0.24324321531777882,0,9,2.0,54.0,220.0,73.0,,,,4.72,,1.61,2.77,7.35,4.33,33.5,114.0,,00-0022084,wr,0,0,1,1,1,0,1,0,0,0,0,0,0,1
00-0022084,2012,21.714355805425253,113,0.1921624407559757,0.2763695408100368,0,10,2.0,54.0,220.0,73.0,,,,4.72,,1.61,2.77,7.35,4.33,33.5,114.0,,00-0022084,wr,0,0,1,1,1,0,1,0,0,0,0,0,0,1
00-0022084,2013,88.2882880564765,129,0.6844053337711357,0.1921624407559757,0,11,2.0,54.0,220.0,73.0,,,,4.72,,1.61,2.77,7.35,4.33,33.5,114.0,,00-0022084,wr,0,0,1,1,1,0,1,0,0,0,0,0,0,1
00-0022084,2014,54.70826144962791,131,0.41762031640937336,0.6844053337711357,0,12,2.0,54.0,220.0,73.0,,,,4.72,,1.61,2.77,7.35,4.33,33.5,114.0,,00-0022084,wr,0,0,1,1,1,0,1,0,0,0,0,0,0,1
00-0022084,2015,0.23470334211550004,112,0.002095565554602679,0.41762031640937336,0,13,2.0,54.0,220.0,73.0,,,,4.72,,1.61,2.77,7.35,4.33,33.5,114.0,,00-0022084,wr,0,0,1,1,1,0,1,0,0,0,0,0,0,1
00-0022084,2016,28.075428572933383,95,0.2955308270835093,0.002095565554602679,0,14,2.0,54.0,220.0,73.0,,,,4.72,,1.61,2.77,7.35,4.33,33.5,114.0,,00-0022084,wr,0,0,1,1,1,0,1,0,0,0,0,0,0,1
00-0022087,2005,9.982149507343618,22,0.453734068515619,0.7177324262447655,0,3,2.0,60.0,220.0,76.0,,,,4.34,,1.63,2.62,6.73,4.26,38.0,127.0,,00-0022087,wr,0,0,1,1,1,0,1,0,0,0,0,0,0,1
00-0022097,2004,52.69888644850875,45,1.1710863655224166,1.404079727381376,0,2,4.0,124.0,200.0,72.0,,,,4.62,,,,,,36.0,,,00-0022097,wr,0,0,1,1,1,0,1,1,1,1,1,0,1,1
00-0022097,2005,65.52585591138863,48,1.3651219981539298,1.1710863655224166,0,3,4.0,124.0,200.0,72.0,,,,4.62,,,,,,36.0,,,00-0022097,wr,0,0,1,1,1,0,1,1,1,1,1,0,1,1
00-0022097,2006,23.069701120432,23,1.0030304834970436,1.3651219981539298,0,4,4.0,124.0,200.0,72.0,,,,4.62,,,,,,36.0,,,00-0022097,wr,0,0,1,1,1,0,1,1,1,1,1,0,1,1
00-0022097,2008,34.114228983104226,27,1.2634899623371936,0.44239168439526105,0,6,4.0,124.0,200.0,72.0,,,,4.62,,,,,,36.0,,,00-0022097,wr,0,0,1,1,1,0,1,1,1,1,1,0,1,1
00-0022097,2010,64.75087099705448,153,0.4232083071702907,-0.3643210789305158,0,8,4.0,124.0,200.0,72.0,,,,4.62,,,,,,36.0,,,00-0022097,wr,0,0,1,1,1,0,1,1,1,1,1,0,1,1
00-0022097,2011,5.778630321045744,149,0.03878275383252178,0.4232083071702907,0,9,4.0,124.0,200.0,72.0,,,,4.62,,,,,,36.0,,,00-0022097,wr,0,0,1,1,1,0,1,1,1,1,1,0,1,1
00-0022097,2012,38.34446139442915,130,0.29495739534176274,0.03878275383252178,0,10,4.0,124.0,200.0,72.0,,,,4.62,,,,,,36.0,,,00-0022097,wr,0,0,1,1,1,0,1,1,1,1,1,0,1,1
00-0022097,2014,-2.7320169453741983,35,-0.07805762701069138,0.29495739534176274,0,11,4.0,124.0,200.0,72.0,,,,4.62,,,,,,36.0,,,00-0022097,wr,0,0,1,1,1,0,1,1,1,1,1,0,1,1
00-0022102,2004,47.06306447998326,33,1.4261534690904019,1.443361227575224,0,2,5.0,167.0,215.0,74.0,,,,4.52,,,,,4.16,35.5,116.0,,00-0022102,wr,0,0,1,1,1,0,1,1,1,1,0,0,0,1
00-0022102,2005,57.49487678025616,37,1.553915588655572,1.4261534690904019,0,3,5.0,167.0,215.0,74.0,,,,4.52,,,,,4.16,35.5,116.0,,00-0022102,wr,0,0,1,1,1,0,1,1,1,1,0,0,0,1
00-0022102,2006,35.897663731651846,30,1.1965887910550614,1.553915588655572,0,4,5.0,167.0,215.0,74.0,,,,4.52,,,,,4.16,35.5,116.0,,00-0022102,wr,0,0,1,1,1,0,1,1,1,1,0,0,0,1
00-0022126,2003,26.773462518467568,27,0.9916097229062062,0.0,1,1,2.0,61.0,245.0,75.0,,,,4.62,,,,,4.25,37.0,122.0,26.0,00-0022126,te,0,0,1,1,1,0,1,1,1,1,0,0,0,0
00-0022126,2004,30.956929165942828,35,0.8844836904555093,0.9916097229062062,0,2,2.0,61.0,245.0,75.0,,,,4.62,,,,,4.25,37.0,122.0,26.0,00-0022126,te,0,0,1,1,1,0,1,1,1,1,0,0,0,0
00-0022126,2005,50.82614059695631,61,0.8332154196222346,0.8844836904555093,0,3,2.0,61.0,245.0,75.0,,,,4.62,,,,,4.25,37.0,122.0,26.0,00-0022126,te,0,0,1,1,1,0,1,1,1,1,0,0,0,0
00-0022126,2006,38.54205006961845,56,0.6882508941003295,0.8332154196222346,0,4,2.0,61.0,245.0,75.0,,,,4.62,,,,,4.25,37.0,122.0,26.0,00-0022126,te,0,0,1,1,1,0,1,1,1,1,0,0,0,0
00-0022126,2007,17.625436698668636,22,0.8011562135758471,0.6882508941003295,0,5,2.0,61.0,245.0,75.0,,,,4.62,,,,,4.25,37.0,122.0,26.0,00-0022126,te,0,0,1,1,1,0,1,1,1,1,0,0,0,0
00-0022126,2008,20.29218427441083,37,0.5484374128219143,0.8011562135758471,0,6,2.0,61.0,245.0,75.0,,,,4.62,,,,,4.25,37.0,122.0,26.0,00-0022126,te,0,0,1,1,1,0,1,1,1,1,0,0,0,0
00-0022127,2003,29.013000688748434,35,0.8289428768213838,0.0,1,1,3.0,69.0,263.0,78.0,,,,4.65,,,,,,31.0,,25.0,00-0022127,te,0,0,1,1,1,0,1,1,1,1,1,0,1,0
00-0022127,2004,74.60219411065015,88,0.8477522058028426,0.8289428768213838,0,2,3.0,69.0,263.0,78.0,,,,4.65,,,,,,31.0,,25.0,00-0022127,te,0,0,1,1,1,0,1,1,1,1,1,0,1,0
00-0022127,2005,64.23161978254295,66,0.9732063603415598,0.8477522058028426,0,3,3.0,69.0,263.0,78.0,,,,4.65,,,,,,31.0,,25.0,00-0022127,te,0,0,1,1,1,0,1,1,1,1,1,0,1,0
00-0022127,2006,59.8327230315367,64,0.934886297367761,0.9732063603415598,0,4,3.0,69.0,263.0,78.0,,,,4.65,,,,,,31.0,,25.0,00-0022127,te,0,0,1,1,1,0,1,1,1,1,1,0,1,0
00-0022127,2007,87.33701835474139,96,0.9097606078618895,0.934886297367761,0,5,3.0,69.0,263.0,78.0,,,,4.65,,,,,,31.0,,25.0,00-0022127,te,0,0,1,1,1,0,1,1,1,1,1,0,1,0
00-0022127,2008,71.34643486035603,81,0.8808201834611855,0.9097606078618895,0,6,3.0,69.0,263.0,78.0,,,,4.65,,,,,,31.0,,25.0,00-0022127,te,0,0,1,1,1,0,1,1,1,1,1,0,1,0
00-0022127,2009,37.379170509003096,124,0.30144492345970236,0.8808201834611855,0,7,3.0,69.0,263.0,78.0,,,,4.65,,,,,,31.0,,25.0,00-0022127,te,0,0,1,1,1,0,1,1,1,1,1,0,1,0
00-0022127,2010,40.73962545190501,129,0.31581105001476756,0.30144492345970236,0,8,3.0,69.0,263.0,78.0,,,,4.65,,,,,,31.0,,25.0,00-0022127,te,0,0,1,1,1,0,1,1,1,1,1,0,1,0
00-0022127,2011,34.82280909634137,117,0.2976308469772767,0.31581105001476756,0,9,3.0,69.0,263.0,78.0,,,,4.65,,,,,,31.0,,25.0,00-0022127,te,0,0,1,1,1,0,1,1,1,1,1,0,1,0
00-0022127,2012,38.29668663090952,149,0.2570247424893256,0.2976308469772767,0,10,3.0,69.0,263.0,78.0,,,,4.65,,,,,,31.0,,25.0,00-0022127,te,0,0,1,1,1,0,1,1,1,1,1,0,1,0
00-0022127,2013,35.86937669653549,111,0.32314753780662603,0.2570247424893256,0,11,3.0,69.0,263.0,78.0,,,,4.65,,,,,,31.0,,25.0,00-0022127,te,0,0,1,1,1,0,1,1,1,1,1,0,1,0
00-0022127,2014,39.41947419086617,90,0.43799415767629074,0.32314753780662603,0,12,3.0,69.0,263.0,78.0,,,,4.65,,,,,,31.0,,25.0,00-0022127,te,0,0,1,1,1,0,1,1,1,1,1,0,1,0
00-0022127,2015,-2.5525443418661706,104,-0.024543695594867024,0.43799415767629074,0,13,3.0,69.0,263.0,78.0,,,,4.65,,,,,,31.0,,25.0,00-0022127,te,0,0,1,1,1,0,1,1,1,1,1,0,1,0
00-0022127,2016,22.518397182480502,95,0.23703575981558422,-0.024543695594867024,0,14,3.0,69.0,263.0,78.0,,,,4.65,,,,,,31.0,,25.0,00-0022127,te,0,0,1,1,1,0,1,1,1,1,1,0,1,0
00-0022127,2017,17.28372098795307,87,0.1986634596316445,0.23703575981558422,0,15,3.0,69.0,263.0,78.0,,,,4.65,,,,,,31.0,,25.0,00-0022127,te,0,0,1,1,1,0,1,1,1,1,1,0,1,0
00-0022127,2019,19.347698906327288,85,0.2276199871332622,0.1986634596316445,0,16,3.0,69.0,263.0,78.0,,,,4.65,,,,,,31.0,,25.0,00-0022127,te,0,0,1,1,1,0,1,1,1,1,1,0,1,0
00-0022144,2004,28.980650640467275,42,0.690015491439697,0.8159306565503357,0,2,5.0,139.0,186.0,70.0,,,,4.66,,,,,4.11,34.5,115.0,,00-0022144,wr,0,0,1,1,1,0,1,1,1,1,0,0,0,1
00-0022144,2006,33.31403929993198,33,1.0095163424221811,-0.05043163305314502,0,4,5.0,139.0,186.0,70.0,,,,4.66,,,,,4.11,34.5,115.0,,00-0022144,wr,0,0,1,1,1,0,1,1,1,1,0,0,0,1
00-0022144,2007,48.85273046123869,54,0.9046801937266424,1.0095163424221811,0,5,5.0,139.0,186.0,70.0,,,,4.66,,,,,4.11,34.5,115.0,,00-0022144,wr,0,0,1,1,1,0,1,1,1,1,0,0,0,1
00-0022144,2008,46.5472991199216,53,0.8782509267909735,0.9046801937266424,0,6,5.0,139.0,186.0,70.0,,,,4.66,,,,,4.11,34.5,115.0,,00-0022144,wr,0,0,1,1,1,0,1,1,1,1,0,0,0,1
00-0022144,2009,-6.087636619055554,75,-0.08116848825407405,0.8782509267909735,0,7,5.0,139.0,186.0,70.0,,,,4.66,,,,,4.11,34.5,115.0,,00-0022144,wr,0,0,1,1,1,0,1,1,1,1,0,0,0,1
00-0022165,2003,20.168105072413894,29,0.6954518990487549,0.0,1,1,1.0,24.0,252.0,75.0,,,,4.65,,,,,,37.5,123.0,,00-0022165,te,0,0,1,1,1,0,1,1,1,1,1,0,0,1
00-0022165,2004,33.14867910530302,25,1.3259471642121208,0.6954518990487549,0,2,1.0,24.0,252.0,75.0,,,,4.65,,,,,,37.5,123.0,,00-0022165,te,0,0,1,1,1,0,1,1,1,1,1,0,0,1
00-0022165,2005,42.95032984379213,37,1.1608197255078956,1.3259471642121208,0,3,1.0,24.0,252.0,75.0,,,,4.65,,,,,,37.5,123.0,,00-0022165,te,0,0,1,1,1,0,1,1,1,1,1,0,0,1
00-0022165,2006,39.457993481715675,30,1.3152664493905226,1.1608197255078956,0,4,1.0,24.0,252.0,75.0,,,,4.65,,,,,,37.5,123.0,,00-0022165,te,0,0,1,1,1,0,1,1,1,1,1,0,0,1
00-0022165,2007,67.04504443209497,58,1.155949041932672,1.3152664493905226,0,5,1.0,24.0,252.0,75.0,,,,4.65,,,,,,37.5,123.0,,00-0022165,te,0,0,1,1,1,0,1,1,1,1,1,0,0,1
00-0022165,2008,70.99051529867575,77,0.9219547441386461,1.155949041932672,0,6,1.0,24.0,252.0,75.0,,,,4.65,,,,,,37.5,123.0,,00-0022165,te,0,0,1,1,1,0,1,1,1,1,1,0,0,1
00-0022165,2009,56.21691518662865,132,0.42588572111082307,0.9219547441386461,0,7,1.0,24.0,252.0,75.0,,,,4.65,,,,,,37.5,123.0,,00-0022165,te,0,0,1,1,1,0,1,1,1,1,1,0,0,1
00-0022165,2010,18.159267827628547,53,0.342627694860916,0.42588572111082307,0,8,1.0,24.0,252.0,75.0,,,,4.65,,,,,,37.5,123.0,,00-0022165,te,0,0,1,1,1,0,1,1,1,1,1,0,0,1
00-0022165,2011,-2.389407322498112,65,-0.03676011265381711,0.342627694860916,0,9,1.0,24.0,252.0,75.0,,,,4.65,,,,,,37.5,123.0,,00-0022165,te,0,0,1,1,1,0,1,1,1,1,1,0,0,1
00-0022165,2012,-8.657936217818994,75,-0.11543914957091993,-0.03676011265381711,0,10,1.0,24.0,252.0,75.0,,,,4.65,,,,,,37.5,123.0,,00-0022165,te,0,0,1,1,1,0,1,1,1,1,1,0,0,1
00-0022165,2013,17.933807306146132,52,0.3448809097335795,-0.11543914957091993,0,11,1.0,24.0,252.0,75.0,,,,4.65,,,,,,37.5,123.0,,00-0022165,te,0,0,1,1,1,0,1,1,1,1,1,0,0,1
00-0022701,2005,34.274761662112326,28,1.224098630789726,0.0,1,1,5.0,157.0,208.0,74.0,,,,4.53,,,,,4.1,41.0,131.0,,00-0022701,wr,0,0,1,1,1,0,1,1,1,1,0,0,0,1
00-0022701,2006,60.642682050412986,45,1.347615156675844,1.224098630789726,0,2,5.0,157.0,208.0,74.0,,,,4.53,,,,,4.1,41.0,131.0,,00-0022701,wr,0,0,1,1,1,0,1,1,1,1,0,0,0,1
00-0022701,2007,32.08464417792574,32,1.0026451305601793,1.347615156675844,0,3,5.0,157.0,208.0,74.0,,,,4.53,,,,,4.1,41.0,131.0,,00-0022701,wr,0,0,1,1,1,0,1,1,1,1,0,0,0,1
00-0022704,2005,30.597959393053316,24,1.2749149747105548,0.933848672237498,0,2,7.0,245.0,270.0,78.0,,,,4.89,,,,,4.54,30.0,106.0,17.0,00-0022704,te,0,0,1,1,1,0,1,1,1,1,0,0,0,0
00-0022704,2006,24.58598457550397,25,0.9834393830201589,1.2749149747105548,0,3,7.0,245.0,270.0,78.0,,,,4.89,,,,,4.54,30.0,106.0,17.0,00-0022704,te,0,0,1,1,1,0,1,1,1,1,0,0,0,0
00-0022706,2007,18.35742928091882,25,0.7342971712367528,0.5121066518108516,0,4,7.0,232.0,267.0,74.0,,,,5.06,,,,,4.2,33.0,109.0,18.0,00-0022706,te,0,0,1,1,1,0,1,1,1,1,0,0,0,0
00-0022706,2008,8.38329450492165,23,0.3644910654313761,0.7342971712367528,0,5,7.0,232.0,267.0,74.0,,,,5.06,,,,,4.2,33.0,109.0,18.0,00-0022706,te,0,0,1,1,1,0,1,1,1,1,0,0,0,0
00-0022714,2007,4.448964290262666,24,0.18537351209427774,1.0813620261421117,0,3,2.0,61.0,245.0,74.0,,,,4.62,,,,,4.13,35.0,119.0,24.0,00-0022714,te,0,0,1,1,1,0,1,1,1,1,0,0,0,0
00-0022725,2004,98.90068024608657,80,1.236258503076082,0.0,1,1,1.0,15.0,202.0,75.0,,,,4.67,,,,,4.15,32.5,116.0,,00-0022725,wr,0,0,1,1,1,0,1,1,1,1,0,0,0,1
00-0022725,2005,31.67324238700917,32,0.9897888245940366,1.236258503076082,0,2,1.0,15.0,202.0,75.0,,,,4.67,,,,,4.15,32.5,116.0,,00-0022725,wr,0,0,1,1,1,0,1,1,1,1,0,0,0,1
00-0022725,2006,27.28348668909166,33,0.8267723239118685,0.9897888245940366,0,3,1.0,15.0,202.0,75.0,,,,4.67,,,,,4.15,32.5,116.0,,00-0022725,wr,0,0,1,1,1,0,1,1,1,1,0,0,0,1
00-0022725,2007,23.629927329821047,23,1.027388144774828,0.8267723239118685,0,4,1.0,15.0,202.0,75.0,,,,4.67,,,,,4.15,32.5,116.0,,00-0022725,wr,0,0,1,1,1,0,1,1,1,1,0,0,0,1
